Pacific island small states,PSS,52.83891026,43.21328084,31.18904206,31.39122685,28.84543689,28.96253394,27.36933921,27.38421166,29.65345411,..,..,..
Post-demographic dividend,PST,6.323066785,7.210685147,11.74737611,11.87281896,12.10555748,12.55931792,12.93022619,13.3737358,14.5020754,..,..,..
Pre-demographic dividend,PRE,78.26164964,78.47804556,73.1563017,73.95254538,73.56029804,73.32814396,72.67910764,72.04068891,73.86341778,..,..,..
Small states,SST,24.19014361,28.22538437,29.0972317,29.66650473,29.26186589,28.9203745,29.20974406,28.58367047,30.80157561,..,..,..
South Asia,SAS,55.74331877,49.41986885,36.8125657,36.05926145,35.34042954,34.63871597,34.74720449,35.49965402,37.81063196,..,..,..
South Asia (IDA & IBRD),TSA,55.74331877,49.41986885,36.8125657,36.05926145,35.34042954,34.63871597,34.74720449,35.49965402,37.81063196,..,..,..
Sub-Saharan Africa,SSF,70.77757531,72.75106094,67.9518598,68.50525919,68.53218762,68.21520288,68.24605049,68.66841381,70.57317869,..,..,..
Sub-Saharan Africa (excluding high income),SSA,70.7869993,72.76589907,67.96676892,68.52094152,68.55024787,68.23276582,68.26476333,68.68584768,70.5914309,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,70.77757531,72.75106094,67.9518598,68.50525919,68.53218762,68.21520288,68.24605049,68.66841381,70.57317869,..,..,..
Upper middle income,UMC,25.88767199,24.78767235,14.41327397,14.56846757,14.94980388,15.17363984,15.37795888,15.91784758,16.55015792,..,..,..
World,WLD,16.66232979,17.59000309,17.38010859,17.4241285,17.67675038,17.91919181,18.1622255,18.63654208,19.77134448,..,..,..
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Indicator Name,Long definition,Source,Topic,Periodicity,Aggregation method,License URL,,,,,,,
Renewable energy consumption (% of total final energy consumption),Renewable energy consumption is the share of renewables energy in total final energy consumption.,"IEA, IRENA, UNSD, World Bank, WHO. 2023. Tracking SDG 7: The Energy Progress Report. World Bank, Washington DC. © World Bank. License: Creative Commons Attribution—NonCommercial 3.0 IGO (CC BY-NC 3.0 IGO).",Environment: Energy production & use,Annual,Weighted average,https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,
